"geoname","statepostal","fips","seriesid","purpose","year","quarter","value"
"Denton County","TX","48121","P75","Purchase",2017,2,455000
"Denton County","TX","48121","P75","Refinance",2017,2,393500
"Denton County","TX","48121","P75","Both",2017,2,435000
"Denton County","TX","48121","P75","Purchase",2017,3,440000
"Denton County","TX","48121","P75","Refinance",2017,3,410000
"Denton County","TX","48121","P75","Both",2017,3,428000
"Denton County","TX","48121","P75","Purchase",2017,4,455000
"Denton County","TX","48121","P75","Refinance",2017,4,405000
"Denton County","TX","48121","P75","Both",2017,4,435000
"Denton County","TX","48121","P75","Purchase",2018,5,455000
"Denton County","TX","48121","P75","Refinance",2018,5,399000
"Denton County","TX","48121","P75","Both",2018,5,440000
"Denton County","TX","48121","P75","Purchase",2018,1,455000
"Denton County","TX","48121","P75","Refinance",2018,1,400000
"Denton County","TX","48121","P75","Both",2018,1,436500
"Denton County","TX","48121","P75","Purchase",2018,2,458000
"Denton County","TX","48121","P75","Refinance",2018,2,399000
"Denton County","TX","48121","P75","Both",2018,2,442000
"Denton County","TX","48121","P75","Purchase",2018,3,456300
"Denton County","TX","48121","P75","Refinance",2018,3,385000
"Denton County","TX","48121","P75","Both",2018,3,440000
"Denton County","TX","48121","P75","Purchase",2018,4,449000
"Denton County","TX","48121","P75","Refinance",2018,4,410000
"Denton County","TX","48121","P75","Both",2018,4,440000
"Denton County","TX","48121","P75","Purchase",2019,5,453000
"Denton County","TX","48121","P75","Refinance",2019,5,460000
"Denton County","TX","48121","P75","Both",2019,5,455000
"Denton County","TX","48121","P75","Purchase",2019,1,464000
"Denton County","TX","48121","P75","Refinance",2019,1,415000
"Denton County","TX","48121","P75","Both",2019,1,450000
"Denton County","TX","48121","P75","Purchase",2019,2,463000
"Denton County","TX","48121","P75","Refinance",2019,2,436000
"Denton County","TX","48121","P75","Both",2019,2,455000
"Denton County","TX","48121","P75","Purchase",2019,3,443500
"Denton County","TX","48121","P75","Refinance",2019,3,484000
"Denton County","TX","48121","P75","Refinance",2022,3,660000
"Denton County","TX","48121","P75","Both",2022,3,673000
"Denton County","TX","48121","P75","Purchase",2022,4,688000
"Denton County","TX","48121","P75","Refinance",2022,4,665500
"Denton County","TX","48121","P75","Both",2022,4,685000
"Denton County","TX","48121","P75","Refinance",2014,3,353000
"Denton County","TX","48121","P75","Both",2014,3,373000
"Denton County","TX","48121","P75","Purchase",2014,4,406000
"Denton County","TX","48121","P75","Refinance",2014,4,389000
"Denton County","TX","48121","P75","Both",2014,4,400000
"Denton County","TX","48121","P75","Purchase",2015,5,400000
"Denton County","TX","48121","P75","Refinance",2015,5,385000
"Denton County","TX","48121","P75","Both",2015,5,395000
"Denton County","TX","48121","P75","Purchase",2015,1,395000
"Denton County","TX","48121","P75","Refinance",2015,1,400000
"Denton County","TX","48121","P75","Both",2015,1,398000
"Denton County","TX","48121","P75","Purchase",2015,2,400000
"Denton County","TX","48121","P75","Refinance",2015,2,376000
"Denton County","TX","48121","P75","Both",2015,2,391000
"Denton County","TX","48121","P75","Purchase",2015,3,393500
"Denton County","TX","48121","P75","Refinance",2015,3,383000
"Denton County","TX","48121","P75","Both",2015,3,390000
"Denton County","TX","48121","P75","Purchase",2015,4,415000
"Denton County","TX","48121","P75","Refinance",2015,4,382000
"Denton County","TX","48121","P75","Both",2015,4,402000
"Denton County","TX","48121","P75","Purchase",2016,5,425000
"Denton County","TX","48121","P75","Refinance",2016,5,420000
"Denton County","TX","48121","P75","Both",2016,5,424500
"Denton County","TX","48121","P75","Purchase",2016,1,420000
"Denton County","TX","48121","P75","Refinance",2016,1,408000
"Denton County","TX","48121","P75","Both",2016,1,416000
"Denton County","TX","48121","P75","Purchase",2016,2,425000
"Denton County","TX","48121","P75","Refinance",2016,2,415000
"Denton County","TX","48121","P75","Both",2016,2,420000
"Denton County","TX","48121","P75","Purchase",2016,3,428500
"Denton County","TX","48121","P75","Refinance",2016,3,440000
"Denton County","TX","48121","P75","Both",2016,3,435000
"Denton County","TX","48121","P75","Both",2019,3,460000
"Denton County","TX","48121","P75","Purchase",2019,4,445000
"Denton County","TX","48121","P75","Refinance",2019,4,465000
"Denton County","TX","48121","P75","Both",2019,4,454000
"Denton County","TX","48121","P75","Purchase",2020,5,460000
"Denton County","TX","48121","P75","Refinance",2020,5,500000
"Denton County","TX","48121","P75","Both",2020,5,480000
"Denton County","TX","48121","P75","Purchase",2020,1,450000
"Denton County","TX","48121","P75","Refinance",2020,1,483000
"Denton County","TX","48121","P75","Both",2020,1,467000
"Denton County","TX","48121","P75","Purchase",2020,2,450000
"Denton County","TX","48121","P75","Refinance",2020,2,503000
"Denton County","TX","48121","P75","Both",2020,2,480000
"Denton County","TX","48121","P75","Purchase",2020,3,465000
"Denton County","TX","48121","P75","Refinance",2020,3,500000
"Denton County","TX","48121","P75","Both",2020,3,482000
"Denton County","TX","48121","P75","Purchase",2020,4,470000
"Denton County","TX","48121","P75","Refinance",2020,4,512000
"Denton County","TX","48121","P75","Both",2020,4,490000
"Denton County","TX","48121","P75","Purchase",2021,5,535000
"Denton County","TX","48121","P75","Refinance",2021,5,575000
"Denton County","TX","48121","P75","Both",2021,5,555000
"Denton County","TX","48121","P75","Purchase",2021,1,490000
"Denton County","TX","48121","P75","Refinance",2021,1,520000
"Denton County","TX","48121","P75","Both",2021,1,505000
"Denton County","TX","48121","P75","Purchase",2021,2,532000
"Denton County","TX","48121","P75","Refinance",2021,2,538500
"Denton County","TX","48121","P75","Both",2021,2,535000
"Denton County","TX","48121","P75","Purchase",2021,3,550000
"Denton County","TX","48121","P75","Refinance",2021,3,615000
"Denton County","TX","48121","P75","Both",2021,3,583500
"Denton County","TX","48121","P75","Purchase",2021,4,565000
"Denton County","TX","48121","P75","Refinance",2021,4,610000
"Denton County","TX","48121","P75","Both",2021,4,590000
"Denton County","TX","48121","P75","Purchase",2022,5,665000
"Denton County","TX","48121","P75","Refinance",2022,5,641000
"Denton County","TX","48121","P75","Both",2022,5,660000
"Denton County","TX","48121","P75","Purchase",2022,1,627000
"Denton County","TX","48121","P75","Refinance",2022,1,627000
"Denton County","TX","48121","P75","Both",2022,1,627000
"Denton County","TX","48121","P75","Purchase",2022,2,670000
"Denton County","TX","48121","P75","Refinance",2022,2,651500
"Denton County","TX","48121","P75","Both",2022,2,665000
"Denton County","TX","48121","P75","Purchase",2022,3,675000
"Denton County","TX","48121","P75","Both",2013,5,351000
"Denton County","TX","48121","P75","Purchase",2013,1,348000
"Denton County","TX","48121","P75","Refinance",2013,1,350000
"Denton County","TX","48121","P75","Both",2013,1,350000
"Denton County","TX","48121","P75","Purchase",2013,2,355000
"Denton County","TX","48121","P75","Refinance",2013,2,355000
"Denton County","TX","48121","P75","Both",2013,2,355000
"Denton County","TX","48121","P75","Purchase",2013,3,355000
"Denton County","TX","48121","P75","Refinance",2013,3,325000
"Denton County","TX","48121","P75","Both",2013,3,347000
"Denton County","TX","48121","P75","Purchase",2013,4,372000
"Denton County","TX","48121","MEAN","Purchase",2013,5,284500
"Denton County","TX","48121","MEAN","Refinance",2013,5,283900
"Denton County","TX","48121","MEAN","Both",2013,5,284300
"Denton County","TX","48121","MEAN","Purchase",2013,1,276300
"Denton County","TX","48121","MEAN","Refinance",2013,1,287500
"Denton County","TX","48121","MEAN","Both",2013,1,282800
"Denton County","TX","48121","MEAN","Purchase",2013,2,284200
"Denton County","TX","48121","MEAN","Refinance",2013,2,289000
"Denton County","TX","48121","MEAN","Both",2013,2,286500
"Denton County","TX","48121","MEAN","Purchase",2013,3,285900
"Denton County","TX","48121","MEAN","Refinance",2013,3,269100
"Denton County","TX","48121","MEAN","Both",2013,3,280800
"Denton County","TX","48121","MEAN","Purchase",2013,4,291300
"Denton County","TX","48121","MEAN","Refinance",2013,4,278700
"Denton County","TX","48121","MEAN","Both",2013,4,287300
"Denton County","TX","48121","MEAN","Purchase",2014,5,304700
"Denton County","TX","48121","MEAN","Refinance",2014,5,291500
"Denton County","TX","48121","MEAN","Both",2014,5,300600
"Denton County","TX","48121","MEAN","Purchase",2014,1,294100
"Denton County","TX","48121","MEAN","Refinance",2014,1,272600
"Denton County","TX","48121","MEAN","Both",2014,1,287900
"Denton County","TX","48121","MEAN","Purchase",2014,2,299500
"Denton County","TX","48121","MEAN","Refinance",2014,2,285500
"Denton County","TX","48121","MEAN","Both",2014,2,295800
"Denton County","TX","48121","MEAN","Purchase",2014,3,307500
"Denton County","TX","48121","MEAN","Refinance",2014,3,286300
"Denton County","TX","48121","MEAN","Both",2014,3,301000
"Denton County","TX","48121","MEAN","Purchase",2014,4,318400
"Denton County","TX","48121","MEAN","Refinance",2014,4,312800
"Denton County","TX","48121","MEAN","Both",2014,4,316200
"Denton County","TX","48121","MEAN","Purchase",2015,5,326600
"Denton County","TX","48121","MEAN","Refinance",2015,5,316900
"Denton County","TX","48121","MEAN","Both",2015,5,322700
"Denton County","TX","48121","MEAN","Purchase",2015,1,319000
"Denton County","TX","48121","MEAN","Refinance",2015,1,320800
"Denton County","TX","48121","MEAN","Both",2015,1,319900
"Denton County","TX","48121","MEAN","Purchase",2015,2,328100
"Denton County","TX","48121","MEAN","Refinance",2015,2,309400
"Denton County","TX","48121","MEAN","Both",2015,2,321100
"Denton County","TX","48121","MEAN","Purchase",2015,3,321800
"Denton County","TX","48121","MEAN","Refinance",2015,3,316300
"Denton County","TX","48121","MEAN","Both",2015,3,319800
"Denton County","TX","48121","MEAN","Purchase",2015,4,337200
"Denton County","TX","48121","MEAN","Refinance",2015,4,321300
"Denton County","TX","48121","MEAN","Both",2015,4,330900
"Denton County","TX","48121","MEAN","Purchase",2016,5,349600
"Denton County","TX","48121","MEAN","Refinance",2016,5,347800
"Denton County","TX","48121","MEAN","Refinance",2022,1,537800
"Denton County","TX","48121","MEAN","Both",2022,1,539400
"Denton County","TX","48121","MEAN","Purchase",2022,2,580000
"Denton County","TX","48121","MEAN","Refinance",2022,2,574300
"Denton County","TX","48121","MEAN","Both",2022,2,578500
"Denton County","TX","48121","MEAN","Purchase",2022,3,596500
"Denton County","TX","48121","MEAN","Refinance",2022,3,582200
"Denton County","TX","48121","MEAN","Both",2022,3,593400
"Denton County","TX","48121","MEAN","Purchase",2022,4,596500
"Denton County","TX","48121","MEAN","Refinance",2022,4,590200
"Denton County","TX","48121","MEAN","Both",2022,4,595700
"Denton County","TX","48121","MEAN","Both",2016,5,348800
"Denton County","TX","48121","MEAN","Purchase",2016,1,342000
"Denton County","TX","48121","MEAN","Refinance",2016,1,337300
"Denton County","TX","48121","MEAN","Both",2016,1,340000
"Denton County","TX","48121","MEAN","Purchase",2016,2,349900
"Denton County","TX","48121","MEAN","Refinance",2016,2,339300
"Denton County","TX","48121","MEAN","Both",2016,2,345600
"Denton County","TX","48121","MEAN","Purchase",2016,3,350700
"Denton County","TX","48121","MEAN","Refinance",2016,3,360600
"Denton County","TX","48121","MEAN","Both",2016,3,355600
"Denton County","TX","48121","MEAN","Purchase",2016,4,356000
"Denton County","TX","48121","MEAN","Refinance",2016,4,348700
"Denton County","TX","48121","MEAN","Both",2016,4,352600
"Denton County","TX","48121","MEAN","Purchase",2017,5,373100
"Denton County","TX","48121","MEAN","Refinance",2017,5,340800
"Denton County","TX","48121","MEAN","Both",2017,5,362000
"Denton County","TX","48121","MEAN","Purchase",2017,1,367100
"Denton County","TX","48121","MEAN","Refinance",2017,1,327500
"Denton County","TX","48121","MEAN","Both",2017,1,354000
"Denton County","TX","48121","MEAN","Purchase",2017,2,376500
"Denton County","TX","48121","MEAN","Refinance",2017,2,337100
"Denton County","TX","48121","MEAN","Both",2017,2,363800
"Denton County","TX","48121","MEAN","Purchase",2017,3,370300
"Denton County","TX","48121","MEAN","Refinance",2017,3,346700
"Denton County","TX","48121","MEAN","Both",2017,3,362100
"Denton County","TX","48121","MEAN","Purchase",2017,4,378300
"Denton County","TX","48121","MEAN","Refinance",2017,4,349800
"Denton County","TX","48121","MEAN","Both",2017,4,367800
"Denton County","TX","48121","MEAN","Purchase",2018,5,383100
"Denton County","TX","48121","MEAN","Refinance",2018,5,350800
"Denton County","TX","48121","MEAN","Both",2018,5,373600
"Denton County","TX","48121","MEAN","Purchase",2018,1,377500
"Denton County","TX","48121","MEAN","Refinance",2018,1,350600
"Denton County","TX","48121","MEAN","Both",2018,1,368500
"Denton County","TX","48121","MEAN","Purchase",2018,2,385400
"Denton County","TX","48121","MEAN","Refinance",2018,2,348600
"Denton County","TX","48121","MEAN","Both",2018,2,375300
"Denton County","TX","48121","MEAN","Purchase",2018,3,388100
"Denton County","TX","48121","MEAN","Refinance",2018,3,344100
"Denton County","TX","48121","MEAN","Both",2018,3,375700
"Denton County","TX","48121","MEAN","Purchase",2018,4,379500
"Denton County","TX","48121","MEAN","Refinance",2018,4,362200
"Denton County","TX","48121","MEAN","Both",2018,4,374400
"Denton County","TX","48121","MEAN","Purchase",2019,5,390300
"Denton County","TX","48121","MEAN","Refinance",2019,5,396800
"Denton County","TX","48121","MEAN","Both",2019,5,392900
"Denton County","TX","48121","RATIO","Purchase",2016,1,0.99
"Denton County","TX","48121","MEAN","Purchase",2019,1,391200
"Denton County","TX","48121","MEAN","Refinance",2019,1,363800
"Denton County","TX","48121","MEAN","Both",2019,1,382900
"Denton County","TX","48121","MEAN","Purchase",2019,2,396700
"Denton County","TX","48121","MEAN","Refinance",2019,2,386600
"Denton County","TX","48121","MEAN","Both",2019,2,393400
"Denton County","TX","48121","MEAN","Purchase",2019,3,387000
"Denton County","TX","48121","MEAN","Refinance",2019,3,409300
"Denton County","TX","48121","MEAN","Both",2019,3,397500
"Denton County","TX","48121","MEAN","Purchase",2019,4,384900
"Denton County","TX","48121","MEAN","Refinance",2019,4,404600
"Denton County","TX","48121","MEAN","Both",2019,4,394400
"Denton County","TX","48121","MEAN","Purchase",2020,5,397600
"Denton County","TX","48121","MEAN","Refinance",2020,5,427800
"Denton County","TX","48121","MEAN","Both",2020,5,413700
"Denton County","TX","48121","MEAN","Purchase",2020,1,387100
"Denton County","TX","48121","MEAN","Refinance",2020,1,413300
"Denton County","TX","48121","MEAN","Both",2020,1,401700
"Denton County","TX","48121","MEAN","Purchase",2020,2,387000
"Denton County","TX","48121","MEAN","Refinance",2020,2,429500
"Denton County","TX","48121","MEAN","Both",2020,2,409900
"Denton County","TX","48121","MEAN","Purchase",2020,3,403600
"Denton County","TX","48121","MEAN","Refinance",2020,3,430900
"Denton County","TX","48121","MEAN","Both",2020,3,417600
"Denton County","TX","48121","MEAN","Purchase",2020,4,410700
"Denton County","TX","48121","MEAN","Refinance",2020,4,436700
"Denton County","TX","48121","MEAN","Both",2020,4,424400
"Denton County","TX","48121","MEAN","Purchase",2021,5,468300
"Denton County","TX","48121","MEAN","Refinance",2021,5,488200
"Denton County","TX","48121","MEAN","Both",2021,5,478300
"Denton County","TX","48121","MEAN","Purchase",2021,1,433600
"Denton County","TX","48121","MEAN","Refinance",2021,1,449300
"Denton County","TX","48121","MEAN","Both",2021,1,442200
"Denton County","TX","48121","MEAN","Purchase",2021,2,463600
"Denton County","TX","48121","MEAN","Refinance",2021,2,464900
"Denton County","TX","48121","MEAN","Both",2021,2,464200
"Denton County","TX","48121","MEAN","Purchase",2021,3,481000
"Denton County","TX","48121","MEAN","Refinance",2021,3,515300
"Denton County","TX","48121","MEAN","Both",2021,3,498600
"Denton County","TX","48121","MEAN","Purchase",2021,4,491600
"Denton County","TX","48121","MEAN","Refinance",2021,4,523100
"Denton County","TX","48121","MEAN","Both",2021,4,507300
"Denton County","TX","48121","MEAN","Purchase",2022,5,577000
"Denton County","TX","48121","MEAN","Refinance",2022,5,558200
"Denton County","TX","48121","MEAN","Both",2022,5,571400
"Denton County","TX","48121","MEAN","Purchase",2022,1,540600
"Denton County","TX","48121","RATIO","Purchase",2013,5,0.987
"Denton County","TX","48121","RATIO","Purchase",2013,1,0.985
"Denton County","TX","48121","RATIO","Purchase",2013,2,0.991
"Denton County","TX","48121","RATIO","Purchase",2013,3,0.987
"Denton County","TX","48121","RATIO","Purchase",2013,4,0.984
"Denton County","TX","48121","RATIO","Purchase",2014,5,0.988
"Denton County","TX","48121","RATIO","Purchase",2014,1,0.987
"Denton County","TX","48121","RATIO","Purchase",2014,2,0.991
"Denton County","TX","48121","RATIO","Purchase",2014,3,0.989
"Denton County","TX","48121","RATIO","Purchase",2014,4,0.986
"Denton County","TX","48121","RATIO","Purchase",2015,5,0.989
"Denton County","TX","48121","RATIO","Purchase",2015,1,0.99
"Denton County","TX","48121","RATIO","Purchase",2015,2,0.994
"Denton County","TX","48121","RATIO","Purchase",2015,3,0.987
"Denton County","TX","48121","RATIO","Purchase",2015,4,0.986
"Denton County","TX","48121","RATIO","Purchase",2016,5,0.988
"Denton County","TX","48121","RATIO","Purchase",2016,2,0.991
"Denton County","TX","48121","RATIO","Purchase",2016,3,0.986
"Denton County","TX","48121","RATIO","Purchase",2016,4,0.984
"Denton County","TX","48121","RATIO","Purchase",2017,5,0.988
"Denton County","TX","48121","RATIO","Purchase",2017,1,0.989
"Denton County","TX","48121","RATIO","Purchase",2017,2,0.993
"Denton County","TX","48121","RATIO","Purchase",2017,3,0.986
"Denton County","TX","48121","RATIO","Purchase",2017,4,0.983
"Denton County","TX","48121","RATIO","Purchase",2018,5,0.986
"Denton County","TX","48121","RATIO","Purchase",2018,1,0.987
"Denton County","TX","48121","RATIO","Purchase",2018,2,0.987
"Denton County","TX","48121","RATIO","Purchase",2018,3,0.986
"Denton County","TX","48121","RATIO","Purchase",2018,4,0.982
"Denton County","TX","48121","RATIO","Purchase",2019,5,0.985
"Denton County","TX","48121","RATIO","Purchase",2019,1,0.984
"Denton County","TX","48121","RATIO","Purchase",2019,2,0.988
"Denton County","TX","48121","RATIO","Purchase",2019,3,0.985
"Denton County","TX","48121","RATIO","Purchase",2019,4,0.984
"Denton County","TX","48121","RATIO","Purchase",2020,5,0.99
"Denton County","TX","48121","RATIO","Purchase",2020,1,0.987
"Denton County","TX","48121","RATIO","Purchase",2020,2,0.989
"Denton County","TX","48121","RATIO","Purchase",2020,3,0.991
"Denton County","TX","48121","RATIO","Purchase",2020,4,0.992
"Denton County","TX","48121","RATIO","Purchase",2021,5,0.99
"Denton County","TX","48121","RATIO","Purchase",2021,1,0.999
"Denton County","TX","48121","RATIO","Purchase",2021,2,1.001
"Denton County","TX","48121","RATIO","Purchase",2021,3,0.982
"Denton County","TX","48121","RATIO","Purchase",2021,4,0.976
"Denton County","TX","48121","RATIO","Purchase",2022,5,0.97
"Denton County","TX","48121","RATIO","Purchase",2022,1,0.987
"Denton County","TX","48121","RATIO","Purchase",2022,2,0.97
"Denton County","TX","48121","RATIO","Purchase",2022,3,0.956
"Denton County","TX","48121","RATIO","Purchase",2022,4,0.966
"Denton County","TX","48121","PERBEL","Purchase",2013,5,0.086
"Denton County","TX","48121","PERBEL","Purchase",2014,5,0.094
"Denton County","TX","48121","PERBEL","Purchase",2014,1,0.085
"Denton County","TX","48121","PERBEL","Purchase",2014,2,0.115
"Denton County","TX","48121","PERBEL","Purchase",2014,3,0.089
"Denton County","TX","48121","PERBEL","Purchase",2014,4,0.078
"Denton County","TX","48121","PERBEL","Purchase",2015,5,0.122
"Denton County","TX","48121","PERBEL","Purchase",2015,1,0.127
"Denton County","TX","48121","PERBEL","Purchase",2015,2,0.163
"Denton County","TX","48121","PERBEL","Purchase",2015,3,0.106
"Denton County","TX","48121","PERBEL","Purchase",2015,4,0.085
"Denton County","TX","48121","PERBEL","Purchase",2016,5,0.116
"Denton County","TX","48121","PERBEL","Purchase",2016,1,0.125
"Denton County","TX","48121","PERBEL","Purchase",2016,2,0.146
"Denton County","TX","48121","PERBEL","Purchase",2016,3,0.096
"Denton County","TX","48121","PERBEL","Purchase",2016,4,0.088
"Denton County","TX","48121","PERBEL","Purchase",2017,5,0.108
"Denton County","TX","48121","PERBEL","Purchase",2017,1,0.115
"Denton County","TX","48121","PERBEL","Purchase",2017,2,0.144
"Denton County","TX","48121","PERBEL","Purchase",2017,3,0.095
"Denton County","TX","48121","PERBEL","Purchase",2017,4,0.071
"Denton County","TX","48121","PERBEL","Purchase",2018,5,0.077
"Denton County","TX","48121","PERBEL","Purchase",2018,1,0.099
"Denton County","TX","48121","PERBEL","Purchase",2018,2,0.095
"Denton County","TX","48121","PERBEL","Purchase",2018,3,0.062
"Denton County","TX","48121","PERBEL","Purchase",2018,4,0.048
"Denton County","TX","48121","PERBEL","Purchase",2019,5,0.066
"Denton County","TX","48121","PERBEL","Purchase",2019,1,0.064
"Denton County","TX","48121","PERBEL","Purchase",2019,2,0.079
"Denton County","TX","48121","PERBEL","Purchase",2019,3,0.067
"Denton County","TX","48121","PERBEL","Purchase",2019,4,0.052
"Denton County","TX","48121","PERBEL","Purchase",2020,5,0.092
"Denton County","TX","48121","PERBEL","Purchase",2020,1,0.072
"Denton County","TX","48121","PERBEL","Purchase",2020,2,0.083
"Denton County","TX","48121","PERBEL","Purchase",2020,3,0.098
"Denton County","TX","48121","PERBEL","Purchase",2020,4,0.111
"Denton County","TX","48121","PERBEL","Purchase",2021,5,0.208
"Denton County","TX","48121","PERBEL","Purchase",2021,1,0.219
"Denton County","TX","48121","PERBEL","Purchase",2021,2,0.287
"Denton County","TX","48121","PERBEL","Purchase",2021,3,0.165
"Denton County","TX","48121","PERBEL","Purchase",2021,4,0.153
"Denton County","TX","48121","PERBEL","Purchase",2022,5,0.13
"Denton County","TX","48121","PERBEL","Purchase",2022,1,0.256
"Denton County","TX","48121","PERBEL","Purchase",2022,2,0.156
"Denton County","TX","48121","PERBEL","Purchase",2022,3,0.041
"Denton County","TX","48121","PERBEL","Purchase",2022,4,0.033
"Denton County","TX","48121","PERBEL","Purchase",2013,1,0.074
"Denton County","TX","48121","PERBEL","Purchase",2013,2,0.108
"Denton County","TX","48121","PERBEL","Purchase",2013,3,0.085
"Denton County","TX","48121","PERBEL","Purchase",2013,4,0.068
"Denton County","TX","48121","PEREQ","Purchase",2016,3,0.2
"Denton County","TX","48121","PEREQ","Purchase",2013,5,0.21
"Denton County","TX","48121","PEREQ","Purchase",2013,1,0.207
"Denton County","TX","48121","PEREQ","Purchase",2013,2,0.233
"Denton County","TX","48121","PEREQ","Purchase",2013,3,0.212
"Denton County","TX","48121","PEREQ","Purchase",2013,4,0.176
"Denton County","TX","48121","PEREQ","Purchase",2014,5,0.205
"Denton County","TX","48121","PEREQ","Purchase",2014,1,0.199
"Denton County","TX","48121","PEREQ","Purchase",2014,2,0.235
"Denton County","TX","48121","PEREQ","Purchase",2014,3,0.203
"Denton County","TX","48121","PEREQ","Purchase",2014,4,0.175
"Denton County","TX","48121","PEREQ","Purchase",2015,5,0.198
"Denton County","TX","48121","PEREQ","Purchase",2015,1,0.199
"Denton County","TX","48121","PEREQ","Purchase",2015,2,0.219
"Denton County","TX","48121","PEREQ","Purchase",2015,3,0.202
"Denton County","TX","48121","PEREQ","Purchase",2015,4,0.166
"Denton County","TX","48121","PEREQ","Purchase",2016,5,0.196
"Denton County","TX","48121","PEREQ","Purchase",2016,1,0.199
"Denton County","TX","48121","PEREQ","Purchase",2016,2,0.207
"Denton County","TX","48121","PEREQ","Purchase",2016,4,0.173
"Denton County","TX","48121","PEREQ","Purchase",2017,5,0.19
"Denton County","TX","48121","PEREQ","Purchase",2017,1,0.184
"Denton County","TX","48121","PEREQ","Purchase",2017,2,0.215
"Denton County","TX","48121","PEREQ","Purchase",2017,3,0.195
"Denton County","TX","48121","PEREQ","Purchase",2017,4,0.157
"Denton County","TX","48121","PEREQ","Purchase",2018,5,0.181
"Denton County","TX","48121","PEREQ","Purchase",2018,1,0.194
"Denton County","TX","48121","PEREQ","Purchase",2018,2,0.199
"Denton County","TX","48121","PEREQ","Purchase",2018,3,0.174
"Denton County","TX","48121","PEREQ","Purchase",2018,4,0.15
"Denton County","TX","48121","PEREQ","Purchase",2019,5,0.178
"Denton County","TX","48121","PEREQ","Purchase",2019,1,0.171
"Denton County","TX","48121","PEREQ","Purchase",2019,2,0.195
"Denton County","TX","48121","PEREQ","Purchase",2019,3,0.185
"Denton County","TX","48121","PEREQ","Purchase",2019,4,0.153
"Denton County","TX","48121","PEREQ","Purchase",2020,5,0.199
"Denton County","TX","48121","PEREQ","Purchase",2020,1,0.175
"Denton County","TX","48121","PEREQ","Purchase",2020,2,0.201
"Denton County","TX","48121","PEREQ","Purchase",2020,3,0.209
"Denton County","TX","48121","PEREQ","Purchase",2020,4,0.207
"Denton County","TX","48121","PEREQ","Purchase",2021,5,0.164
"Denton County","TX","48121","PEREQ","Purchase",2021,1,0.173
"Denton County","TX","48121","PEREQ","Purchase",2021,2,0.173
"Denton County","TX","48121","PEREQ","Purchase",2021,3,0.166
"Denton County","TX","48121","PEREQ","Purchase",2021,4,0.144
"Denton County","TX","48121","PEREQ","Purchase",2022,5,0.119
"Denton County","TX","48121","PEREQ","Purchase",2022,1,0.125
"Denton County","TX","48121","PEREQ","Purchase",2022,2,0.139
"Denton County","TX","48121","PEREQ","Purchase",2022,3,0.106
"Denton County","TX","48121","PEREQ","Purchase",2022,4,0.097
"Denton County","TX","48121","PERABV","Purchase",2013,5,0.703
"Denton County","TX","48121","PERABV","Purchase",2013,1,0.719
"Denton County","TX","48121","PERABV","Purchase",2021,3,0.669
"Denton County","TX","48121","PERABV","Purchase",2021,4,0.702
"Denton County","TX","48121","PERABV","Purchase",2022,5,0.75
"Denton County","TX","48121","PERABV","Purchase",2022,1,0.619
"Denton County","TX","48121","PERABV","Purchase",2022,2,0.705
"Denton County","TX","48121","PERABV","Purchase",2022,3,0.853
"Denton County","TX","48121","PERABV","Purchase",2022,4,0.87
"Denton County","TX","48121","PERABV","Purchase",2013,2,0.659
"Denton County","TX","48121","PERABV","Purchase",2013,3,0.702
"Denton County","TX","48121","PERABV","Purchase",2013,4,0.756
"Denton County","TX","48121","PERABV","Purchase",2014,5,0.701
"Denton County","TX","48121","PERABV","Purchase",2014,1,0.715
"Denton County","TX","48121","PERABV","Purchase",2014,2,0.65
"Denton County","TX","48121","PERABV","Purchase",2014,3,0.708
"Denton County","TX","48121","PERABV","Purchase",2014,4,0.747
"Denton County","TX","48121","PERABV","Purchase",2015,5,0.68
"Denton County","TX","48121","PERABV","Purchase",2015,1,0.675
"Denton County","TX","48121","PERABV","Purchase",2015,2,0.618
"Denton County","TX","48121","PERABV","Purchase",2015,3,0.692
"Denton County","TX","48121","PERABV","Purchase",2015,4,0.75
"Denton County","TX","48121","PERABV","Purchase",2016,5,0.689
"Denton County","TX","48121","PERABV","Purchase",2016,1,0.676
"Denton County","TX","48121","PERABV","Purchase",2016,2,0.647
"Denton County","TX","48121","PERABV","Purchase",2016,3,0.704
"Denton County","TX","48121","PERABV","Purchase",2016,4,0.739
"Denton County","TX","48121","PERABV","Purchase",2017,5,0.702
"Denton County","TX","48121","PERABV","Purchase",2017,1,0.701
"Denton County","TX","48121","PERABV","Purchase",2017,2,0.641
"Denton County","TX","48121","PERABV","Purchase",2017,3,0.71
"Denton County","TX","48121","PERABV","Purchase",2017,4,0.772
"Denton County","TX","48121","PERABV","Purchase",2018,5,0.741
"Denton County","TX","48121","PERABV","Purchase",2018,1,0.707
"Denton County","TX","48121","PERABV","Purchase",2018,2,0.705
"Denton County","TX","48121","PERABV","Purchase",2018,3,0.764
"Denton County","TX","48121","PERABV","Purchase",2018,4,0.802
"Denton County","TX","48121","PERABV","Purchase",2019,5,0.756
"Denton County","TX","48121","PERABV","Purchase",2019,1,0.765
"Denton County","TX","48121","PERABV","Purchase",2019,2,0.727
"Denton County","TX","48121","PERABV","Purchase",2019,3,0.748
"Denton County","TX","48121","PERABV","Purchase",2019,4,0.795
"Denton County","TX","48121","PERABV","Purchase",2020,5,0.709
